pokemon_id,pokemon_fr,pokemon_pokepedia,move_name,learn_method,learn_level
3,Florizarre,Florizarre,Colère,ct,39
3,Florizarre,Florizarre,Séisme,ct,41
3,Florizarre,Florizarre,Lance-Soleil,ct,45
3,Florizarre,Florizarre,Ultralaser,ct,48
3,Florizarre,Florizarre,Bomb-Beurk,ct,52
3,Florizarre,Florizarre,Méga-Sangsue,ct,53
4,Salamèche,Salamèche,Griffe,level-up,0
4,Salamèche,Salamèche,Rugissement,level-up,4
4,Salamèche,Salamèche,Flammèche,level-up,13
4,Salamèche,Salamèche,Brouillard,level-up,9
4,Salamèche,Salamèche,Draco-Rage,level-up,22
4,Salamèche,Salamèche,Combo-Griffe,level-up,18
4,Salamèche,Salamèche,Tranche,level-up,31
4,Salamèche,Salamèche,Lance-Flammes,level-up,36
4,Salamèche,Salamèche,Danse Flamme,level-up,27
4,Salamèche,Salamèche,Coup d'Boule,ct,1
4,Salamèche,Salamèche,Repos,ct,5
4,Salamèche,Salamèche,Abri,ct,7
4,Salamèche,Salamèche,Clonage,ct,8
4,Salamèche,Salamèche,Protection,ct,9
4,Salamèche,Salamèche,Tunnel,ct,10
4,Salamèche,Salamèche,Feu Follet,ct,11
4,Salamèche,Salamèche,Façade,ct,12
4,Salamèche,Salamèche,Casse-Brique,ct,13
4,Salamèche,Salamèche,Frappe Atlas,ct,15
4,Salamèche,Salamèche,Queue de Fer,ct,19
4,Salamèche,Salamèche,Éboulement,ct,22
4,Salamèche,Salamèche,Poing-Éclair,ct,23
4,Salamèche,Salamèche,Toxik,ct,27
4,Salamèche,Salamèche,Poing de Feu,ct,31
4,Salamèche,Salamèche,Dracochoc,ct,34
4,Salamèche,Salamèche,Lance-Flammes,ct,37
4,Salamèche,Salamèche,Colère,ct,39
4,Salamèche,Salamèche,Déflagration,ct,46
5,Reptincel,Reptincel,Griffe,level-up,0
5,Reptincel,Reptincel,Rugissement,level-up,0
5,Reptincel,Reptincel,Rugissement,level-up,4
5,Reptincel,Reptincel,Flammèche,level-up,0
5,Reptincel,Reptincel,Flammèche,level-up,13
5,Reptincel,Reptincel,Brouillard,level-up,0
5,Reptincel,Reptincel,Brouillard,level-up,9
5,Reptincel,Reptincel,Draco-Rage,level-up,26
5,Reptincel,Reptincel,Combo-Griffe,level-up,20
5,Reptincel,Reptincel,Tranche,level-up,39
5,Reptincel,Reptincel,Lance-Flammes,level-up,46
5,Reptincel,Reptincel,Danse Flamme,level-up,33
5,Reptincel,Reptincel,Coup d'Boule,ct,1
5,Reptincel,Reptincel,Repos,ct,5
5,Reptincel,Reptincel,Abri,ct,7
5,Reptincel,Reptincel,Clonage,ct,8
5,Reptincel,Reptincel,Protection,ct,9
5,Reptincel,Reptincel,Tunnel,ct,10
5,Reptincel,Reptincel,Feu Follet,ct,11
5,Reptincel,Reptincel,Façade,ct,12
5,Reptincel,Reptincel,Casse-Brique,ct,13
5,Reptincel,Reptincel,Frappe Atlas,ct,15
5,Reptincel,Reptincel,Queue de Fer,ct,19
5,Reptincel,Reptincel,Éboulement,ct,22
5,Reptincel,Reptincel,Poing-Éclair,ct,23
5,Reptincel,Reptincel,Toxik,ct,27
5,Reptincel,Reptincel,Poing de Feu,ct,31
5,Reptincel,Reptincel,Dracochoc,ct,34
5,Reptincel,Reptincel,Lance-Flammes,ct,37
5,Reptincel,Reptincel,Colère,ct,39
5,Reptincel,Reptincel,Déflagration,ct,46
6,Dracaufeu,Dracaufeu,Cru-Aile,level-up,0
6,Dracaufeu,Dracaufeu,Cru-Aile,level-up,-1
6,Dracaufeu,Dracaufeu,Griffe,level-up,0
6,Dracaufeu,Dracaufeu,Mâchouille,level-up,0
6,Dracaufeu,Dracaufeu,Riposte,level-up,0
6,Dracaufeu,Dracaufeu,Rugissement,level-up,0
6,Dracaufeu,Dracaufeu,Rugissement,level-up,4
6,Dracaufeu,Dracaufeu,Flammèche,level-up,0
6,Dracaufeu,Dracaufeu,Flammèche,level-up,13
6,Dracaufeu,Dracaufeu,Brouillard,level-up,0
6,Dracaufeu,Dracaufeu,Brouillard,level-up,9
6,Dracaufeu,Dracaufeu,Draco-Rage,level-up,26
6,Dracaufeu,Dracaufeu,Combo-Griffe,level-up,20
6,Dracaufeu,Dracaufeu,Tranche,level-up,43
6,Dracaufeu,Dracaufeu,Lance-Flammes,level-up,54
6,Dracaufeu,Dracaufeu,Danse Flamme,level-up,33
6,Dracaufeu,Dracaufeu,Lame d'Air,level-up,62
6,Dracaufeu,Dracaufeu,Canicule,level-up,0
6,Dracaufeu,Dracaufeu,Boutefeu,level-up,75
6,Dracaufeu,Dracaufeu,Coup d'Boule,ct,1
6,Dracaufeu,Dracaufeu,Repos,ct,5
6,Dracaufeu,Dracaufeu,Abri,ct,7
6,Dracaufeu,Dracaufeu,Clonage,ct,8
6,Dracaufeu,Dracaufeu,Protection,ct,9
6,Dracaufeu,Dracaufeu,Tunnel,ct,10
6,Dracaufeu,Dracaufeu,Feu Follet,ct,11
6,Dracaufeu,Dracaufeu,Façade,ct,12
6,Dracaufeu,Dracaufeu,Casse-Brique,ct,13
6,Dracaufeu,Dracaufeu,Vol,ct,14
6,Dracaufeu,Dracaufeu,Frappe Atlas,ct,15
6,Dracaufeu,Dracaufeu,Draco-Queue,ct,17
6,Dracaufeu,Dracaufeu,Queue de Fer,ct,19
6,Dracaufeu,Dracaufeu,Éboulement,ct,22
6,Dracaufeu,Dracaufeu,Poing-Éclair,ct,23
6,Dracaufeu,Dracaufeu,Toxik,ct,27
6,Dracaufeu,Dracaufeu,Poing de Feu,ct,31
6,Dracaufeu,Dracaufeu,Dracochoc,ct,34
6,Dracaufeu,Dracaufeu,Lance-Flammes,ct,37
6,Dracaufeu,Dracaufeu,Colère,ct,39
6,Dracaufeu,Dracaufeu,Séisme,ct,41
6,Dracaufeu,Dracaufeu,Lance-Soleil,ct,45
6,Dracaufeu,Dracaufeu,Déflagration,ct,46
6,Dracaufeu,Dracaufeu,Ultralaser,ct,48
6,Dracaufeu,Dracaufeu,Atterrissage,ct,50
7,Carapuce,Carapuce,Charge,level-up,0
7,Carapuce,Carapuce,Mimi-Queue,level-up,5
7,Carapuce,Carapuce,Pistolet à O,level-up,18
7,Carapuce,Carapuce,Repli,level-up,14
7,Carapuce,Carapuce,Écume,level-up,9
7,Carapuce,Carapuce,Morsure,level-up,23
7,Carapuce,Carapuce,Abri,level-up,32
7,Carapuce,Carapuce,Bulles d'O,level-up,27
7,Carapuce,Carapuce,Coud'Krâne,level-up,45
7,Carapuce,Carapuce,Coup d'Boule,level-up,36
7,Carapuce,Carapuce,Hydrocanon,level-up,41
7,Carapuce,Carapuce,Coup d'Boule,ct,1
7,Carapuce,Carapuce,Repos,ct,5
7,Carapuce,Carapuce,Abri,ct,7
7,Carapuce,Carapuce,Clonage,ct,8
7,Carapuce,Carapuce,Protection,ct,9
7,Carapuce,Carapuce,Tunnel,ct,10
7,Carapuce,Carapuce,Façade,ct,12
7,Carapuce,Carapuce,Casse-Brique,ct,13
7,Carapuce,Carapuce,Frappe Atlas,ct,15
7,Carapuce,Carapuce,Queue de Fer,ct,19
7,Carapuce,Carapuce,Éboulement,ct,22
7,Carapuce,Carapuce,Cascade,ct,25
7,Carapuce,Carapuce,Toxik,ct,27
7,Carapuce,Carapuce,Ébullition,ct,29
7,Carapuce,Carapuce,Dracochoc,ct,34
7,Carapuce,Carapuce,Poing-Glace,ct,35
7,Carapuce,Carapuce,Colère,ct,39
7,Carapuce,Carapuce,Surf,ct,47
7,Carapuce,Carapuce,Blizzard,ct,51
7,Carapuce,Carapuce,Laser Glace,ct,55
8,Carabaffe,Carabaffe,Charge,level-up,0
8,Carabaffe,Carabaffe,Mimi-Queue,level-up,0
8,Carabaffe,Carabaffe,Mimi-Queue,level-up,5
8,Carabaffe,Carabaffe,Pistolet à O,level-up,20
8,Carabaffe,Carabaffe,Repli,level-up,0
8,Carabaffe,Carabaffe,Repli,level-up,14
8,Carabaffe,Carabaffe,Écume,level-up,0
8,Carabaffe,Carabaffe,Écume,level-up,9
8,Carabaffe,Carabaffe,Morsure,level-up,27
8,Carabaffe,Carabaffe,Abri,level-up,40
8,Carabaffe,Carabaffe,Bulles d'O,level-up,33
8,Carabaffe,Carabaffe,Coud'Krâne,level-up,59
8,Carabaffe,Carabaffe,Coup d'Boule,level-up,46
8,Carabaffe,Carabaffe,Hydrocanon,level-up,53
8,Carabaffe,Carabaffe,Coup d'Boule,ct,1
8,Carabaffe,Carabaffe,Repos,ct,5
8,Carabaffe,Carabaffe,Abri,ct,7
8,Carabaffe,Carabaffe,Clonage,ct,8
8,Carabaffe,Carabaffe,Protection,ct,9
8,Carabaffe,Carabaffe,Tunnel,ct,10
8,Carabaffe,Carabaffe,Façade,ct,12
8,Carabaffe,Carabaffe,Casse-Brique,ct,13
8,Carabaffe,Carabaffe,Frappe Atlas,ct,15
8,Carabaffe,Carabaffe,Queue de Fer,ct,19
8,Carabaffe,Carabaffe,Éboulement,ct,22
8,Carabaffe,Carabaffe,Cascade,ct,25
8,Carabaffe,Carabaffe,Toxik,ct,27
8,Carabaffe,Carabaffe,Ébullition,ct,29
8,Carabaffe,Carabaffe,Dracochoc,ct,34
8,Carabaffe,Carabaffe,Poing-Glace,ct,35
8,Carabaffe,Carabaffe,Colère,ct,39
8,Carabaffe,Carabaffe,Surf,ct,47
8,Carabaffe,Carabaffe,Blizzard,ct,51
8,Carabaffe,Carabaffe,Laser Glace,ct,55
9,Tortank,Tortank,Aqua-Jet,level-up,0
9,Tortank,Tortank,Bluff,level-up,0
9,Tortank,Tortank,Charge,level-up,0
9,Tortank,Tortank,Luminocanon,level-up,0
9,Tortank,Tortank,Mimi-Queue,level-up,0
9,Tortank,Tortank,Mimi-Queue,level-up,5
9,Tortank,Tortank,Pistolet à O,level-up,20
9,Tortank,Tortank,Repli,level-up,0
9,Tortank,Tortank,Repli,level-up,14
9,Tortank,Tortank,Écume,level-up,0
9,Tortank,Tortank,Écume,level-up,9
9,Tortank,Tortank,Morsure,level-up,27
9,Tortank,Tortank,Abri,level-up,44
9,Tortank,Tortank,Bulles d'O,level-up,33
9,Tortank,Tortank,Coud'Krâne,level-up,75
9,Tortank,Tortank,Coup d'Boule,level-up,54
9,Tortank,Tortank,Hydrocanon,level-up,65
9,Tortank,Tortank,Coup d'Boule,ct,1
9,Tortank,Tortank,Repos,ct,5
9,Tortank,Tortank,Abri,ct,7
9,Tortank,Tortank,Clonage,ct,8
9,Tortank,Tortank,Protection,ct,9
9,Tortank,Tortank,Tunnel,ct,10
9,Tortank,Tortank,Façade,ct,12
9,Tortank,Tortank,Casse-Brique,ct,13
9,Tortank,Tortank,Frappe Atlas,ct,15
9,Tortank,Tortank,Draco-Queue,ct,17
9,Tortank,Tortank,Queue de Fer,ct,19
9,Tortank,Tortank,Vibrobscur,ct,20
9,Tortank,Tortank,Éboulement,ct,22
9,Tortank,Tortank,Cascade,ct,25
9,Tortank,Tortank,Toxik,ct,27
9,Tortank,Tortank,Ébullition,ct,29
9,Tortank,Tortank,Dracochoc,ct,34
9,Tortank,Tortank,Poing-Glace,ct,35
9,Tortank,Tortank,Colère,ct,39
9,Tortank,Tortank,Séisme,ct,41
9,Tortank,Tortank,Surf,ct,47
9,Tortank,Tortank,Ultralaser,ct,48
9,Tortank,Tortank,Blizzard,ct,51
9,Tortank,Tortank,Luminocanon,ct,54
9,Tortank,Tortank,Laser Glace,ct,55
10,Chenipan,Chenipan,Charge,level-up,0
10,Chenipan,Chenipan,Sécrétion,level-up,0
11,Chrysacier,Chrysacier,Armure,level-up,0
11,Chrysacier,Chrysacier,Armure,level-up,-1
12,Papilusion,Papilusion,Tornade,level-up,0
12,Papilusion,Papilusion,Tornade,level-up,-1
12,Papilusion,Papilusion,Choc Mental,level-up,0
12,Papilusion,Papilusion,Para-Spore,level-up,13
12,Papilusion,Papilusion,Poudre Dodo,level-up,13
12,Papilusion,Papilusion,Poudre Toxik,level-up,13
12,Papilusion,Papilusion,Rafale Psy,level-up,16
12,Papilusion,Papilusion,Ultrason,level-up,19
12,Papilusion,Papilusion,Cyclone,level-up,25
12,Papilusion,Papilusion,Bourdon,level-up,31
12,Papilusion,Papilusion,Lame d'Air,level-up,28
12,Papilusion,Papilusion,Papillodanse,level-up,22
12,Papilusion,Papilusion,Coup d'Boule,ct,1
12,Papilusion,Papilusion,Téléport,ct,4
12,Papilusion,Papilusion,Repos,ct,5
12,Papilusion,Papilusion,Abri,ct,7
12,Papilusion,Papilusion,Clonage,ct,8
12,Papilusion,Papilusion,Protection,ct,9
12,Papilusion,Papilusion,Façade,ct,12
12,Papilusion,Papilusion,Demi-Tour,ct,18
12,Papilusion,Papilusion,Toxik,ct,27
12,Papilusion,Papilusion,Psyko,ct,40
12,Papilusion,Papilusion,Ball'Ombre,ct,43
12,Papilusion,Papilusion,Lance-Soleil,ct,45
12,Papilusion,Papilusion,Ultralaser,ct,48
12,Papilusion,Papilusion,Atterrissage,ct,50
12,Papilusion,Papilusion,Méga-Sangsue,ct,53
12,Papilusion,Papilusion,Dévorêve,ct,59
13,Aspicot,Aspicot,Dard-Venin,level-up,0
13,Aspicot,Aspicot,Sécrétion,level-up,0
14,Coconfort,Coconfort,Armure,level-up,0
14,Coconfort,Coconfort,Armure,level-up,-1
15,Dardargnan,Dardargnan,Double-Dard,level-up,0
15,Dardargnan,Dardargnan,Double-Dard,level-up,-1
15,Dardargnan,Dardargnan,Picpic,level-up,0
15,Dardargnan,Dardargnan,Furie,level-up,16
15,Dardargnan,Dardargnan,Frénésie,level-up,13
15,Dardargnan,Dardargnan,Puissance,level-up,19
15,Dardargnan,Dardargnan,Colère,level-up,31
15,Dardargnan,Dardargnan,Dard-Nuée,level-up,28
15,Dardargnan,Dardargnan,Direct Toxik,level-up,22
15,Dardargnan,Dardargnan,Hâte,level-up,25
15,Dardargnan,Dardargnan,Coup d'Boule,ct,1
15,Dardargnan,Dardargnan,Repos,ct,5
15,Dardargnan,Dardargnan,Abri,ct,7
15,Dardargnan,Dardargnan,Clonage,ct,8
15,Dardargnan,Dardargnan,Protection,ct,9
15,Dardargnan,Dardargnan,Façade,ct,12
15,Dardargnan,Dardargnan,Casse-Brique,ct,13
15,Dardargnan,Dardargnan,Demi-Tour,ct,18
15,Dardargnan,Dardargnan,Plaie-Croix,ct,24
15,Dardargnan,Dardargnan,Direct Toxik,ct,26
15,Dardargnan,Dardargnan,Toxik,ct,27
15,Dardargnan,Dardargnan,Colère,ct,39
15,Dardargnan,Dardargnan,Lance-Soleil,ct,45
15,Dardargnan,Dardargnan,Ultralaser,ct,48
15,Dardargnan,Dardargnan,Atterrissage,ct,50
15,Dardargnan,Dardargnan,Bomb-Beurk,ct,52
15,Dardargnan,Dardargnan,Méga-Sangsue,ct,53
15,Dardargnan,Dardargnan,Tunnelier,ct,58
16,Roucool,Roucool,Charge,level-up,0
16,Roucool,Roucool,Jet de Sable,level-up,3
16,Roucool,Roucool,Tornade,level-up,5
16,Roucool,Roucool,Vive-Attaque,level-up,11
16,Roucool,Roucool,Cyclone,level-up,21
16,Roucool,Roucool,Coupe-Vent,level-up,29
16,Roucool,Roucool,Hâte,level-up,23
16,Roucool,Roucool,Cru-Aile,level-up,15
16,Roucool,Roucool,Atterrissage,level-up,17
16,Roucool,Roucool,Mimique,level-up,9
16,Roucool,Roucool,Lame d'Air,level-up,27
16,Roucool,Roucool,Coup d'Boule,ct,1
16,Roucool,Roucool,Repos,ct,5
16,Roucool,Roucool,Abri,ct,7
16,Roucool,Roucool,Clonage,ct,8
16,Roucool,Roucool,Protection,ct,9
16,Roucool,Roucool,Façade,ct,12
16,Roucool,Roucool,Vol,ct,14
16,Roucool,Roucool,Demi-Tour,ct,18
16,Roucool,Roucool,Toxik,ct,27
16,Roucool,Roucool,Atterrissage,ct,50
17,Roucoups,Roucoups,Charge,level-up,0
17,Roucoups,Roucoups,Jet de Sable,level-up,0
17,Roucoups,Roucoups,Jet de Sable,level-up,3
17,Roucoups,Roucoups,Tornade,level-up,0
17,Roucoups,Roucoups,Tornade,level-up,5
17,Roucoups,Roucoups,Vive-Attaque,level-up,0
17,Roucoups,Roucoups,Vive-Attaque,level-up,9
17,Roucoups,Roucoups,Cyclone,level-up,25
17,Roucoups,Roucoups,Hâte,level-up,31
17,Roucoups,Roucoups,Cru-Aile,level-up,15
17,Roucoups,Roucoups,Atterrissage,level-up,17
17,Roucoups,Roucoups,Coupe-Vent,level-up,45
17,Roucoups,Roucoups,Mimique,level-up,11
17,Roucoups,Roucoups,Lame d'Air,level-up,39
17,Roucoups,Roucoups,Coup d'Boule,ct,1
17,Roucoups,Roucoups,Repos,ct,5
17,Roucoups,Roucoups,Abri,ct,7
17,Roucoups,Roucoups,Clonage,ct,8
17,Roucoups,Roucoups,Protection,ct,9
17,Roucoups,Roucoups,Façade,ct,12
17,Roucoups,Roucoups,Vol,ct,14
17,Roucoups,Roucoups,Demi-Tour,ct,18
17,Roucoups,Roucoups,Toxik,ct,27
17,Roucoups,Roucoups,Atterrissage,ct,50
18,Roucarnage,Roucarnage,Canicule,level-up,0
18,Roucarnage,Roucarnage,Charge,level-up,0
18,Roucarnage,Roucarnage,Piqué,level-up,0
18,Roucarnage,Roucarnage,Jet de Sable,level-up,0
18,Roucarnage,Roucarnage,Jet de Sable,level-up,3
18,Roucarnage,Roucarnage,Tornade,level-up,0
18,Roucarnage,Roucarnage,Tornade,level-up,5
18,Roucarnage,Roucarnage,Vive-Attaque,level-up,0
18,Roucarnage,Roucarnage,Vive-Attaque,level-up,9
18,Roucarnage,Roucarnage,Cyclone,level-up,25
18,Roucarnage,Roucarnage,Hâte,level-up,31
18,Roucarnage,Roucarnage,Cru-Aile,level-up,15
18,Roucarnage,Roucarnage,Atterrissage,level-up,17
18,Roucarnage,Roucarnage,Coupe-Vent,level-up,53
18,Roucarnage,Roucarnage,Mimique,level-up,11
18,Roucarnage,Roucarnage,Lame d'Air,level-up,43
18,Roucarnage,Roucarnage,Coup d'Boule,ct,1
18,Roucarnage,Roucarnage,Repos,ct,5
18,Roucarnage,Roucarnage,Abri,ct,7
18,Roucarnage,Roucarnage,Clonage,ct,8
18,Roucarnage,Roucarnage,Protection,ct,9
18,Roucarnage,Roucarnage,Façade,ct,12
18,Roucarnage,Roucarnage,Vol,ct,14
18,Roucarnage,Roucarnage,Demi-Tour,ct,18
18,Roucarnage,Roucarnage,Toxik,ct,27
18,Roucarnage,Roucarnage,Ultralaser,ct,48
18,Roucarnage,Roucarnage,Atterrissage,ct,50
19,Rattata,Rattata,Charge,level-up,0
19,Rattata,Rattata,Mimi-Queue,level-up,3
19,Rattata,Rattata,Vive-Attaque,level-up,6
19,Rattata,Rattata,Puissance,level-up,9
19,Rattata,Rattata,Morsure,level-up,12
19,Rattata,Rattata,Croc de Mort,level-up,21
19,Rattata,Rattata,Mâchouille,level-up,18
19,Rattata,Rattata,Coup Bas,level-up,24
19,Rattata,Rattata,Croc Fatal,level-up,15
19,Rattata,Rattata,Damoclès,level-up,27
19,Rattata,Rattata,Coup d'Boule,ct,1
19,Rattata,Rattata,Provoc,ct,2
19,Rattata,Rattata,Repos,ct,5
19,Rattata,Rattata,Abri,ct,7
19,Rattata,Rattata,Clonage,ct,8
19,Rattata,Rattata,Tunnel,ct,10
19,Rattata,Rattata,Façade,ct,12
19,Rattata,Rattata,Cage-Éclair,ct,16
19,Rattata,Rattata,Demi-Tour,ct,18
19,Rattata,Rattata,Queue de Fer,ct,19
19,Rattata,Rattata,Toxik,ct,27
19,Rattata,Rattata,Tonnerre,ct,36
19,Rattata,Rattata,Fatal-Foudre,ct,38
19,Rattata,Rattata,Ball'Ombre,ct,43
19,Rattata,Rattata,Blizzard,ct,51
19,Rattata,Rattata,Laser Glace,ct,55
20,Rattatac,Rattatac,Charge,level-up,0
20,Rattatac,Rattatac,Combo-Griffe,level-up,0
20,Rattatac,Rattatac,Danse-Lames,level-up,0
20,Rattatac,Rattatac,Riposte,level-up,0
20,Rattatac,Rattatac,Mimi-Queue,level-up,0
20,Rattatac,Rattatac,Mimi-Queue,level-up,3
20,Rattatac,Rattatac,Vive-Attaque,level-up,0
20,Rattatac,Rattatac,Vive-Attaque,level-up,6
20,Rattatac,Rattatac,Puissance,level-up,0
20,Rattatac,Rattatac,Puissance,level-up,9
20,Rattatac,Rattatac,Morsure,level-up,12
20,Rattatac,Rattatac,Croc de Mort,level-up,26
20,Rattatac,Rattatac,Mâchouille,level-up,18
20,Rattatac,Rattatac,Coup Bas,level-up,34
20,Rattatac,Rattatac,Croc Fatal,level-up,15
20,Rattatac,Rattatac,Damoclès,level-up,42
20,Rattatac,Rattatac,Coup d'Boule,ct,1
20,Rattatac,Rattatac,Provoc,ct,2
20,Rattatac,Rattatac,Repos,ct,5
20,Rattatac,Rattatac,Abri,ct,7
20,Rattatac,Rattatac,Clonage,ct,8
20,Rattatac,Rattatac,Tunnel,ct,10
20,Rattatac,Rattatac,Façade,ct,12
20,Rattatac,Rattatac,Cage-Éclair,ct,16
20,Rattatac,Rattatac,Demi-Tour,ct,18
20,Rattatac,Rattatac,Queue de Fer,ct,19
20,Rattatac,Rattatac,Toxik,ct,27
20,Rattatac,Rattatac,Tonnerre,ct,36
20,Rattatac,Rattatac,Fatal-Foudre,ct,38
20,Rattatac,Rattatac,Ball'Ombre,ct,43
20,Rattatac,Rattatac,Ultralaser,ct,48
20,Rattatac,Rattatac,Blizzard,ct,51
20,Rattatac,Rattatac,Laser Glace,ct,55
21,Piafabec,Piafabec,Picpic,level-up,0
21,Piafabec,Piafabec,Rugissement,level-up,3
21,Piafabec,Piafabec,Groz'Yeux,level-up,8
21,Piafabec,Piafabec,Furie,level-up,16
21,Piafabec,Piafabec,Mimique,level-up,19
21,Piafabec,Piafabec,Hâte,level-up,27
21,Piafabec,Piafabec,Puissance,level-up,11
21,Piafabec,Piafabec,Atterrissage,level-up,24
21,Piafabec,Piafabec,Bec Vrille,level-up,32
21,Piafabec,Piafabec,Coup d'Boule,ct,1
21,Piafabec,Piafabec,Repos,ct,5
21,Piafabec,Piafabec,Abri,ct,7
21,Piafabec,Piafabec,Clonage,ct,8
21,Piafabec,Piafabec,Façade,ct,12
21,Piafabec,Piafabec,Vol,ct,14
21,Piafabec,Piafabec,Demi-Tour,ct,18
21,Piafabec,Piafabec,Toxik,ct,27
21,Piafabec,Piafabec,Triplattaque,ct,28
21,Piafabec,Piafabec,Atterrissage,ct,50
21,Piafabec,Piafabec,Tunnelier,ct,58
22,Rapasdepic,Rapasdepic,Picpic,level-up,0
22,Rapasdepic,Rapasdepic,Piqué,level-up,0
22,Rapasdepic,Rapasdepic,Vive-Attaque,level-up,0
22,Rapasdepic,Rapasdepic,Rugissement,level-up,0
22,Rapasdepic,Rapasdepic,Rugissement,level-up,3
22,Rapasdepic,Rapasdepic,Groz'Yeux,level-up,0
22,Rapasdepic,Rapasdepic,Groz'Yeux,level-up,8
22,Rapasdepic,Rapasdepic,Furie,level-up,16
22,Rapasdepic,Rapasdepic,Mimique,level-up,19
22,Rapasdepic,Rapasdepic,Hâte,level-up,37
22,Rapasdepic,Rapasdepic,Puissance,level-up,0
22,Rapasdepic,Rapasdepic,Puissance,level-up,11
22,Rapasdepic,Rapasdepic,Atterrissage,level-up,29
22,Rapasdepic,Rapasdepic,Bec Vrille,level-up,47
22,Rapasdepic,Rapasdepic,Tunnelier,level-up,0
22,Rapasdepic,Rapasdepic,Coup d'Boule,ct,1
22,Rapasdepic,Rapasdepic,Repos,ct,5
22,Rapasdepic,Rapasdepic,Abri,ct,7
22,Rapasdepic,Rapasdepic,Clonage,ct,8
